Kota,Suhu,Kondisi
Banjarmasin,25.08,Hujan
Bandung,22.68,Hujan
Bali,29.54,Hujan
Jakarta,26.5,Berkabut
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
null,null,null
